,input,id,来源,name,label,开发,发行,href,厂商,评分,下载,关注,android,ios,GameRes评分
2666,2021/11/19,175540,TAPTAP,保卫部落,"音乐,经典,节奏,策略",暗夜工作室,nan,https://www.taptap.com/app/175540,nan,8.6,0,370,预约,预约,
2667,2021/11/19,175525,TAPTAP,不正经的吃货,"美食,休闲",间之界,nan,https://www.taptap.com/app/175525,nan,9.8,0,6109,预约,预约,
2668,2021/11/19,164219,TAPTAP,指尖漂移,"经典,收集,竞技,对战,赛车,竞速",nan,nan,https://www.taptap.com/app/164219,PotatoPlay,9.3,0,2060,预约,获取,
2669,2021/11/19,175483,TAPTAP,意志与征服,"需家长陪同,经营,多人,战争,建造,幻想,恐怖,多人在线,策略",nan,nan,https://www.taptap.com/app/175483,KingsGroup Holdings,0.0,0,123,预约,获取,
2670,2021/11/19,175477,TAPTAP,主播好会玩,"动作,音乐,休闲",nan,nan,https://www.taptap.com/app/175477,河马游戏,0.0,0,99,预约,预约,
2671,2021/11/19,175475,TAPTAP,速算60秒,"模拟,音乐,益智",nan,识君,https://www.taptap.com/app/175475,nan,8.7,0,842,预约,预约,
2672,2021/11/19,175442,TAPTAP,无敌忍者猫,"放置,日系,经营,休闲",nan,nan,https://www.taptap.com/app/175442,游熙网络,0.0,0,111,预约,敬请期待,
2673,2021/11/19,175441,TAPTAP,早安少女一起来找茬,"唯美,幻想,恋爱,爱情,休闲",nan,nan,https://www.taptap.com/app/175441,星飞游戏,9.3,0,1399,预约,预约,
2674,2021/11/19,175436,TAPTAP,真人格斗,"格斗,真人,动作",G5,nan,https://www.taptap.com/app/175436,nan,9.6,0,13485,预约,预约,
2675,2021/11/19,175434,TAPTAP,炼金与冒险,"模拟,经营,模拟经营,冒险",大音互娱,nan,https://www.taptap.com/app/175434,nan,9.5,0,4022,预约,敬请期待,
2676,2021/11/19,175430,TAPTAP,超次元大冒险,"联网,RPG,角色扮演",nan,nan,https://www.taptap.com/app/175430,仙灵岛工作室,8.6,0,25962,预约,预约,
2677,2021/11/19,175415,TAPTAP,天天放置,"挂机,放置,文字",nan,nan,https://www.taptap.com/app/175415,199YT,8.0,0,20155,预约,预约,
2678,2021/11/19,175361,TAPTAP,熊出没奇幻空间,竞速,深圳华彩云通科技有限公司,声动网络,https://www.taptap.com/app/175361,nan,0.0,0,635,预约,敬请期待,
2679,2021/11/19,175348,TAPTAP,少年仙界传,"回合制,国风,角色扮演,策略",行星游戏,nan,https://www.taptap.com/app/175348,nan,9.5,0,609,预约,预约,
2680,2021/11/19,175343,TAPTAP,最强警戒,"模拟,真实模拟,养成,战争,策略",nan,nan,https://www.taptap.com/app/175343,萌我爱游戏,0.0,0,122,预约,预约,
2681,2021/11/19,175301,TAPTAP,糯米放置,"养成,挂机,放置",nan,nan,https://www.taptap.com/app/175301,熠旖娱乐,6.3,0,3558,预约,预约,
